original_output, original_output_real, original_output_img, fft_output_real, fft_output_img, inverse_fft_output_real, inverse_fft_output_img, magnitute_output_fft
14640, 14640.00, 0.00, -3545.08, 2101.19, 14640.00, 0.00, 4121.00, -1177245888620963900000000000000.00, 0.00, 0.00
6756, 6756.00, 0.00, 4463.82, 3446.17, 6756.00, 0.00, 5639.30, -1000343212553463500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-5038, -5038.00, 0.00, 1241.59, 5523.75, -5038.00, -0.00, 5661.57, -0.00, 0.00, 0.00
-14058, -14058.00, 0.00, 126.40, 1635.32, -14058.00, -0.00, 1640.19, 941993875424900800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-15108, -15108.00, 0.00, 2371.82, 4098.07, -15108.00, 0.00, 4734.95, 0.00, 0.00, 0.00
-7040, -7040.00, 0.00, -225.25, 3748.28, -7040.00, -0.00, 3755.04, 466169517864626630000000000000000.00, 0.00, 0.00
5409, 5409.00, 0.00, 5366.40, 3314.30, 5409.00, 0.00, 6307.36, -210872027277859740000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14281, 14281.00, 0.00, 5054.61, 4677.42, 14281.00, 0.00, 6886.75, 6018915386157688400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14678, 14678.00, 0.00, 1420.82, 10737.24, 14678.00, 0.00, 10830.83, 38104787130955337000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
6797, 6797.00, 0.00, -1033.82, 4511.43, 6797.00, -0.00, 4628.36, 0.00, 0.00, 0.00
-4998, -4998.00, 0.00, 8806.91, 10440.72, -4998.00, -0.00, 13659.07, -7403397106193677200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-14065, -14065.00, 0.00, 398.95, 1275.19, -14065.00, -0.00, 1336.14, 0.00, 0.00, 0.00
